cod,nome,uf,lat,lon,data,mes,ano,PrecipitacaoTotal,TempMaximaMedia,TempMinimaMedia
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/06/1972,6,1972,0,26.266667,10.79
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/07/1972,7,1972,38.8,25.425806,12.032258
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/08/1972,8,1972,41.5,27.296774,11.580645
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/09/1972,9,1972,33.8,26.503333,14.786667
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/10/1972,10,1972,201.9,28.970968,17.009677
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/11/1972,11,1972,346.7,29.046667,19.286667
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/12/1972,12,1972,295.2,29.332258,18.590323
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/01/1973,1,1973,109.8,32.235484,19.019355
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,28/02/1973,2,1973,167,31.417857,19.039286
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/03/1973,3,1973,486.3,30.270968,18.948387
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/04/1973,4,1973,1.4,30.296667,16.53
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/05/1973,5,1973,30.8,27.509677,12.483871
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/06/1973,6,1973,3.9,27.44,11.503333
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/07/1973,7,1973,1.4,27.248387,10.645161
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/08/1973,8,1973,2,29.122581,9.154839
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/09/1973,9,1973,33.8,27.613333,12.686667
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/10/1973,10,1973,287.8,26.745161,15.435484
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/11/1973,11,1973,343.8,27.776667,17.45
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/12/1973,12,1973,192.8,30.280645,19.325806
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/01/1974,1,1974,297.3,30.345161,18.566667
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,28/02/1974,2,1974,78.3,30.5,17.614286
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/03/1974,3,1974,245.6,29.267742,18.529032
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/04/1974,4,1974,116.7,28.29,16.41
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/05/1974,5,1974,10.6,27.170968,13.916129
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/06/1974,6,1974,1.6,25.62,9.506667
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/07/1974,7,1974,0,25.283871,6.616129
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/08/1974,8,1974,20.7,26.925806,9.087097
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/09/1974,9,1974,1.4,30.24,11.83
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/10/1974,10,1974,266.3,29.416129,15.019355
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/11/1974,11,1974,80.8,29.513333,15.176667
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/12/1974,12,1974,304,27.893548,15.845161
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/01/1975,1,1975,255.6,30.076667,18.23
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,28/02/1975,2,1975,192.1,31.610714,18.85
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/03/1975,3,1975,43.5,30.787097,18.429032
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/04/1975,4,1975,123.8,27.93,16.643333
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/05/1975,5,1975,14.5,26.322581,9.687097
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/06/1975,6,1975,9,25.716667,11.553333
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/07/1975,7,1975,20.1,24.66129,8.593548
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/08/1975,8,1975,0,27.903226,7.174194
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/09/1975,9,1975,11.7,28.551724,11.073333
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/10/1975,10,1975,194.9,30.051613,15.253846
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/11/1975,11,1975,141.9,28.333333,
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/12/1975,12,1975,129.9,29.812903,15.006667
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/01/1976,1,1976,30.2,32.009677,14.1
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,29/02/1976,2,1976,300.4,29.903448,15.341379
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/03/1976,3,1976,76.7,29.566667,15.7
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/04/1976,4,1976,23,28.903333,15.296667
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/05/1976,5,1976,23.4,26.954839,14.351613
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/06/1976,6,1976,0,27.4,10.283333
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/07/1976,7,1976,0,,
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/08/1976,8,1976,0.6,27.435484,11.958065
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/09/1976,9,1976,208.9,26.576667,15.263333
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/10/1976,10,1976,191,26.729032,16.606452
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/11/1976,11,1976,215.6,27.896667,18.486667
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/12/1976,12,1976,245.3,28.551613,19.070968
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/01/1977,1,1977,158.8,,
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/03/1977,3,1977,97.1,31.705882,17.758824
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/04/1977,4,1977,154.5,28.19,17.48
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/05/1977,5,1977,12.6,26.665217,14.117391
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/06/1977,6,1977,3.8,25.693333,12.58
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/07/1977,7,1977,3.8,26.612903,10.306452
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/08/1977,8,1977,0,29.090323,10.729032
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/09/1977,9,1977,41.5,26.6,13.883333
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/10/1977,10,1977,68.4,29.725806,16.767742
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/11/1977,11,1977,292.4,29.766667,18.446667
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/12/1977,12,1977,212.7,29.519355,18.46129
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/01/1978,1,1978,354.1,29.516129,18.3
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,28/02/1978,2,1978,465.1,28.925,18.521429
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/03/1978,3,1978,118.2,29.43871,17.609677
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/04/1978,4,1978,66.7,27.940741,16.092857
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/05/1978,5,1978,97.9,26.212903,14.016129
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/06/1978,6,1978,0,24.926667,10.546667
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/08/1978,8,1978,1.7,27.441935,10.632258
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/09/1978,9,1978,17.6,27.073333,14.453333
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/10/1978,10,1978,164.2,29.877419,15.909677
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/11/1978,11,1978,308,27.983333,17.913333
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/12/1978,12,1978,58.9,28.59375,17.41875
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/01/1979,1,1979,21.3,,
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/04/1979,4,1979,19.9,,
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/07/1979,7,1979,2.8,25.008,9.648
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/08/1979,8,1979,59.2,26.057692,12.65
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/09/1979,9,1979,32.4,26.7,13.590909
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/10/1979,10,1979,67.1,28.875862,15.910345
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/11/1979,11,1979,256.5,28.859259,17.837037
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/12/1979,12,1979,267.6,29.356667,18.713333
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/01/1980,1,1980,422.6,28.7,19.719231
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,29/02/1980,2,1980,143.9,29.051724,18.689655
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/03/1980,3,1980,19.7,,16.635484
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/04/1980,4,1980,213.6,,18.125
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/05/1980,5,1980,21.4,,15.482759
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/06/1980,6,1980,40.8,23.91875,13.28
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/07/1980,7,1980,8.5,25.562069,11.137931
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/08/1980,8,1980,0.5,25.755172,12.5
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/09/1980,9,1980,20.5,26.724138,14.155172
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/11/1980,11,1980,174.7,27.515385,18.238462
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/01/1981,1,1981,242.9,28.426667,18.723333
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,28/02/1981,2,1981,48.5,29.234615,17.865385
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/03/1981,3,1981,295.2,29.12,19.122222
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/04/1981,4,1981,12,26.709524,15.375
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/05/1981,5,1981,12.9,25.264516,13.751613
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/06/1981,6,1981,38.5,24.5,12.235714
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/07/1981,7,1981,0,25.196,8.62
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/08/1981,8,1981,10.2,25.992308,10.919231
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/09/1981,9,1981,0.6,28.586207,12.044828
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/10/1981,10,1981,213.1,26.741379,17.272414
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/11/1981,11,1981,368.7,27.689655,18.913793
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/12/1981,12,1981,254.5,29.111538,18.261538
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/01/1982,1,1982,345.2,27.203448,19.117241
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,28/02/1982,2,1982,34.4,29.992593,18.62963
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/03/1982,3,1982,286.6,29.35,19.467857
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/04/1982,4,1982,90.3,26.066667,15.946667
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/05/1982,5,1982,46.4,24.488462,13.269231
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/06/1982,6,1982,0,25.964286,12.182143
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/07/1982,7,1982,3.2,24.776471,11.347059
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/08/1982,8,1982,5.8,27.168,14.372
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/09/1982,9,1982,8.9,27.317241,13.048276
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/10/1982,10,1982,35.4,29.735714,17.267857
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/11/1982,11,1982,91.3,32.448276,17.803448
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/12/1982,12,1982,294.6,28.464286,19.110714
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/01/1983,1,1983,216.5,,
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,28/02/1983,2,1983,83.7,,
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/03/1983,3,1983,36.4,,
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/04/1983,4,1983,0.1,,
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/05/1983,5,1983,9.8,,
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/07/1983,7,1983,0,,
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/08/1983,8,1983,1.7,,
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/09/1983,9,1983,97.4,26.817647,15.805882
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/10/1983,10,1983,126,26.633333,17.158333
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/11/1983,11,1983,159,27.7,18.519048
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/12/1983,12,1983,264.8,27.584211,19.194737
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/01/1984,1,1984,52,,
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,29/02/1984,2,1984,19.3,,
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/03/1984,3,1984,215.9,28.731579,18.121053
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/04/1984,4,1984,25,27.027273,16.713636
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/05/1984,5,1984,3.9,28.233333,14.333333
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/06/1984,6,1984,0,,
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/07/1984,7,1984,0.9,,
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/08/1984,8,1984,4,28.777778,10.911111
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/09/1984,9,1984,47.6,27.52,14.132
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/10/1984,10,1984,97.1,28.37931,15.162069
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/11/1984,11,1984,191.2,28.030435,16.873913
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/12/1984,12,1984,293.1,29.1,18.408696
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/01/1986,1,1986,534.5,29.519355,17.087097
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,28/02/1986,2,1986,50.8,30.682143,16.892857
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/03/1986,3,1986,41,31.235484,16.103226
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/04/1986,4,1986,13.2,29.493333,14.67
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/05/1986,5,1986,36.2,27.945161,12.577419
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/06/1986,6,1986,13.2,24.46,9.04
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/07/1986,7,1986,23.5,24.967742,7.76129
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/08/1986,8,1986,35.3,27.1,10.016129
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/09/1986,9,1986,7.3,26.573333,10.433333
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/10/1986,10,1986,15.8,28.645161,12.896774
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/11/1986,11,1986,166.9,29.763333,14.88
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/12/1986,12,1986,202.1,29.054839,16.725806
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/01/1989,1,1989,207.9,,17.377419
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,28/02/1989,2,1989,106.6,,17.778571
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/03/1989,3,1989,142.5,,17.177419
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/04/1989,4,1989,66.5,,15.176667
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/05/1989,5,1989,10.9,25.948387,12.080645
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/06/1989,6,1989,64.8,24.54,11.32
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/07/1989,7,1989,24.2,25.170968,7.516129
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/08/1989,8,1989,10.2,25.590323,11.877419
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/09/1989,9,1989,43.8,29.416667,14.23
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/10/1989,10,1989,133.8,27.393548,16.106452
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/11/1989,11,1989,271.1,28.073333,17.776667
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/12/1989,12,1989,323.8,26.577419,17.358065
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/01/1990,1,1990,67.9,31.212903,15.932258
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,28/02/1990,2,1990,107.8,30.896429,16.725
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/03/1990,3,1990,107.6,31.519355,16.748387
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/04/1990,4,1990,37.6,30.563333,15.516667
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/05/1990,5,1990,57.8,26.916129,12.480645
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/01/1991,1,1991,364.5,28.309677,18.903226
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,28/02/1991,2,1991,157.3,29.621429,19.6
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/03/1991,3,1991,203.2,28.458065,19.364516
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/04/1991,4,1991,61.4,27.869231,16.913333
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/05/1991,5,1991,48.8,25.503226,14.090323
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/06/1991,6,1991,6.2,25.26,11.936667
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/07/1991,7,1991,18.1,24.593548,10.680645
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/08/1991,8,1991,4.1,25.541935,9.745161
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/09/1991,9,1991,64.2,26.55,12.476667
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/10/1991,10,1991,61,27.567742,16.1
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/11/1991,11,1991,272.7,28.843333,18.08
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/12/1991,12,1991,336.6,30.074194,18.370968
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/01/1992,1,1992,511.1,27.46,18.943333
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,29/02/1992,2,1992,185.2,27.810345,16.941379
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/03/1992,3,1992,108.5,29.316129,17.474194
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/04/1992,4,1992,136.1,27.537931,17.02
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/05/1992,5,1992,32.3,21.992857,14.596774
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/07/1992,7,1992,4.9,24.148276,9.916129
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/08/1992,8,1992,3.9,26.203226,11.383871
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/09/1992,9,1992,67.1,25.003333,13.896667
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/10/1992,10,1992,236,26.709677,16.580645
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/11/1992,11,1992,370.6,28.183333,17.513333
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/12/1992,12,1992,393.4,27.387097,18.083871
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/01/1993,1,1993,255.5,30.316129,16.935484
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,28/02/1993,2,1993,81.5,29.789286,17.821429
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/03/1993,3,1993,37.3,31.490323,16.503226
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/04/1993,4,1993,67.3,28.573333,16.576667
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/05/1993,5,1993,22.5,25.896774,12.893548
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/06/1993,6,1993,11.5,24.143333,10.783333
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/07/1993,7,1993,0,27.193548,8.8
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/08/1993,8,1993,2.3,26.270968,9.954839
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/09/1993,9,1993,31.9,29.85,12.44
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/10/1993,10,1993,63.5,29.646667,15.932258
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/11/1993,11,1993,60.2,30.543333,17.39
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/12/1993,12,1993,271.5,28.56129,18.396774
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/01/1994,1,1994,199.6,29.393548,18.535484
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,28/02/1994,2,1994,19.6,32.035714,17.017857
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/03/1994,3,1994,251.7,27.716667,18.022581
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/04/1994,4,1994,70.3,27.906667,16.313333
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/05/1994,5,1994,82.8,27.080645,14.9
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/06/1994,6,1994,10.9,24.093103,10.703333
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/07/1994,7,1994,1.2,24.76129,9.980645
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/08/1994,8,1994,0,26.306667,6.98
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/09/1994,9,1994,2.5,28.256667,9.836667
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/10/1994,10,1994,47.3,30.351613,14.283871
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/11/1994,11,1994,0,,
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/12/1994,12,1994,216.7,28.970968,17.167742
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/01/1995,1,1995,88,32.1,16.893548
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,28/02/1995,2,1995,246.9,30.192857,17.296429
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/03/1995,3,1995,232.8,29.9,16.974194
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/04/1995,4,1995,149.3,28.123333,17.193103
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/05/1995,5,1995,24.1,26.834483,16.670968
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/06/1995,6,1995,0.2,25.121429,11.083333
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/07/1995,7,1995,6,25.296774,12.467742
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/08/1995,8,1995,5.2,27.706452,10.256667
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/09/1995,9,1995,5.7,28.566667,13.543333
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/10/1995,10,1995,100.6,30.03871,16.845161
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/11/1995,11,1995,198,27.976667,17.063333
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/12/1995,12,1995,514.1,28.880645,19.032258
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/01/1996,1,1996,110,30.7,17.932258
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,29/02/1996,2,1996,105.6,31.731034,17.834483
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/03/1996,3,1996,194.4,30.541935,17.8
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/04/1996,4,1996,36.9,27.586667,14.866667
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/05/1996,5,1996,15.7,25.122581,11.187097
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/06/1996,6,1996,2,25.073333,8.9
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/07/1996,7,1996,0.6,25.2,7.677419
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/09/1996,9,1996,56.8,27.446667,13.996667
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/10/1996,10,1996,61,28.741935,15.56129
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/11/1996,11,1996,433.4,27.026667,17.22
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/12/1996,12,1996,337.9,29.409677,17.619355
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/01/1997,1,1997,258.8,29.903226,17.941935
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,28/02/1997,2,1997,91.3,30.121429,16.975
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/03/1997,3,1997,301.2,27.125806,15.874194
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/04/1997,4,1997,107.7,28.216667,14.246667
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/05/1997,5,1997,16.1,24.893548,11.154839
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/06/1997,6,1997,24.2,26.04,8.37
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/07/1997,7,1997,1.5,25.493548,10.21
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/08/1997,8,1997,2.5,27.329032,8.3
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/09/1997,9,1997,27.1,30.773333,15.386667
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/10/1997,10,1997,68.8,30.23871,17.025806
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,30/11/1997,11,1997,279.2,31.523333,18.4
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/12/1997,12,1997,314.9,30.116129,19.267742
83589,C  DO MATO DENTRO ,MG,-19.02,-43.43,31/01/1998,1,1998,217.3,30.774194,19.058065
