"cod","lon","lat","month_n","CCSM_tasmax","CNRM_tasmax","FGOALS_tasmax","GISS_tasmax","IPSL_tasmax","MIROC_tasmax","MPI_tasmax","MRI_tasmax"
83488,-42.85,-17.85,"1",28.2642021179199,27.1286315917969,28.2551441192627,30.2701644897461,34.4225196838379,29.8635330200195,28.0153980255127,26.8422088623047
83488,-42.85,-17.85,"10",27.9168319702148,27.8238105773926,29.0156955718994,31.5263442993164,36.066967010498,30.3775863647461,27.9662933349609,28.3845825195312
83488,-42.85,-17.85,"11",28.4887046813965,27.0818004608154,27.8071308135986,31.8254375457764,36.6775970458984,30.9389934539795,27.7001895904541,28.0671405792236
83488,-42.85,-17.85,"12",28.1955814361572,27.0812397003174,27.6161270141602,30.9513072967529,36.0773620605469,29.9529991149902,27.7440280914307,27.1694412231445
83488,-42.85,-17.85,"2",28.1139011383057,26.6048927307129,27.9438571929932,29.5900115966797,33.2061004638672,29.2834644317627,27.7756195068359,26.2669792175293
83488,-42.85,-17.85,"3",27.2002410888672,25.9942378997803,26.6139221191406,29.1641750335693,32.3377380371094,28.5912437438965,27.3615341186523,26.0799312591553
83488,-42.85,-17.85,"4",25.60986328125,24.3638343811035,26.0230712890625,28.4143676757812,30.6572093963623,26.3458080291748,25.5458507537842,25.037130355835
83488,-42.85,-17.85,"5",23.3202610015869,23.2788105010986,25.3680820465088,26.7330665588379,28.1186618804932,23.3513717651367,23.5845584869385,23.5772285461426
83488,-42.85,-17.85,"6",21.8814258575439,22.294548034668,24.2043075561523,24.9271545410156,25.5121936798096,21.2464866638184,21.9490661621094,21.6107807159424
83488,-42.85,-17.85,"7",21.2527275085449,22.7368850708008,24.3223991394043,25.1532573699951,25.5807704925537,21.8591766357422,21.4221343994141,21.8153400421143
83488,-42.85,-17.85,"8",22.1340465545654,25.1521835327148,26.5707721710205,27.1902904510498,28.8959789276123,24.5263519287109,22.6918182373047,23.0888977050781
83488,-42.85,-17.85,"9",25.0582981109619,27.9577198028564,29.1225986480713,30.085620880127,33.0073318481445,28.9485683441162,25.4653835296631,26.1958389282227
83538,-43.64,-18.23,"1",28.4012260437012,26.6647281646729,27.2399139404297,31.0454998016357,32.9133567810059,29.4914970397949,27.3132019042969,26.2338199615479
83538,-43.64,-18.23,"10",28.6865882873535,28.184642791748,28.5077705383301,32.4785041809082,35.0022964477539,30.0622406005859,27.1991672515869,28.6241283416748
83538,-43.64,-18.23,"11",28.8626613616943,27.1513633728027,27.0105800628662,32.6034049987793,35.4440269470215,30.4100112915039,26.778938293457,27.8722362518311
83538,-43.64,-18.23,"12",28.1846904754639,26.7158794403076,26.6699447631836,31.5648612976074,34.6673316955566,29.5712604522705,26.8666305541992,26.6818065643311
83538,-43.64,-18.23,"2",28.4148826599121,26.2852745056152,27.0641670227051,30.6666049957275,31.8191204071045,28.9648990631104,27.1276588439941,25.7797393798828
83538,-43.64,-18.23,"3",27.4706134796143,25.8839206695557,26.0389385223389,30.2984428405762,31.0293560028076,28.4913635253906,26.80344581604,25.7463874816895
83538,-43.64,-18.23,"4",25.996919631958,24.5348968505859,25.6656475067139,29.641429901123,29.5358924865723,26.6244354248047,25.0447883605957,24.9569721221924
83538,-43.64,-18.23,"5",23.9069404602051,23.5621662139893,25.1909027099609,27.7666702270508,27.1178894042969,23.7540473937988,23.0561790466309,23.4736251831055
83538,-43.64,-18.23,"6",22.4115409851074,22.6421852111816,24.0669002532959,25.6096076965332,24.686243057251,21.6838569641113,21.3312969207764,21.3492908477783
83538,-43.64,-18.23,"7",21.8144340515137,23.2600002288818,24.3516483306885,25.8362045288086,24.9417705535889,22.3066272735596,20.7270641326904,21.5635375976562
83538,-43.64,-18.23,"8",22.8844184875488,25.8237705230713,26.7731971740723,28.1039180755615,28.23850440979,24.9907512664795,22.0227165222168,23.0904235839844
83538,-43.64,-18.23,"9",26.006814956665,28.6336860656738,29.2244167327881,31.2114715576172,32.2994918823242,29.099178314209,24.7808322906494,26.5326175689697
83550,-39.85,-18.7,"1",27.7545967102051,28.9842777252197,27.2979354858398,27.8419227600098,30.8111019134521,25.9045066833496,28.3840713500977,27.8803634643555
83550,-39.85,-18.7,"10",25.5896301269531,26.1879043579102,24.9560222625732,27.070032119751,30.3684711456299,23.6461296081543,26.9501075744629,26.6009693145752
83550,-39.85,-18.7,"11",26.7645988464355,26.7617530822754,25.5125751495361,27.8416633605957,31.3434543609619,24.8137702941895,27.3031482696533,27.1973915100098
83550,-39.85,-18.7,"12",27.5492115020752,28.0840034484863,26.4213218688965,27.9794101715088,31.3967685699463,25.3289775848389,27.8286094665527,27.6170501708984
83550,-39.85,-18.7,"2",27.9005908966064,28.7443618774414,27.327672958374,27.4289226531982,30.2619552612305,25.9509258270264,28.278450012207,27.9050712585449
83550,-39.85,-18.7,"3",27.6122226715088,27.8892250061035,26.4807395935059,27.2235260009766,29.7097606658936,25.5249614715576,27.7529907226562,27.7239723205566
83550,-39.85,-18.7,"4",26.6918067932129,26.2986717224121,25.4217929840088,26.7730178833008,28.4157314300537,24.1783885955811,26.3996963500977,26.6377201080322
83550,-39.85,-18.7,"5",25.1056156158447,25.0059700012207,24.2855129241943,25.8216457366943,26.6513595581055,22.4067687988281,25.0661716461182,25.5574340820312
83550,-39.85,-18.7,"6",23.9027652740479,24.0736846923828,23.0003814697266,24.7213611602783,24.6369094848633,21.0315361022949,23.9486598968506,24.3801956176758
83550,-39.85,-18.7,"7",23.0650043487549,23.7930774688721,22.4769592285156,24.2956142425537,24.1450843811035,20.6208457946777,23.3121089935303,23.9538822174072
83550,-39.85,-18.7,"8",22.877124786377,24.6638717651367,23.1557712554932,24.7612609863281,25.7781620025635,21.0178852081299,23.8419494628906,24.1663188934326
83550,-39.85,-18.7,"9",23.9492053985596,25.8062629699707,24.2210521697998,25.9630546569824,28.1485462188721,22.5326251983643,25.3941955566406,25.228816986084
83589,-43.43,-19.02,"1",27.1354084014893,27.269250869751,27.4209861755371,30.0134010314941,32.4728355407715,29.353199005127,26.985523223877,26.6953983306885
83589,-43.43,-19.02,"10",26.640905380249,27.5991649627686,27.7177906036377,31.2450771331787,34.8502998352051,28.455020904541,26.2992744445801,27.9739551544189
83589,-43.43,-19.02,"11",27.0750198364258,26.9741115570068,26.7366847991943,31.450740814209,35.2252540588379,29.3558540344238,25.9419746398926,27.5637035369873
83589,-43.43,-19.02,"12",26.7490291595459,27.0127029418945,26.6795330047607,30.5586719512939,34.2357711791992,29.1934013366699,26.3198585510254,26.827299118042
83589,-43.43,-19.02,"2",27.1258678436279,26.9581260681152,27.2897071838379,29.5700092315674,31.2918510437012,28.7732048034668,26.8148059844971,26.1958084106445
