"cod","lon","lat","month_n","CCSM_prec","CNRM_prec","FGOALS_prec","GISS_prec","IPSL_prec","MIROC_prec","MPI_prec","MRI_prec"
83488,-42.85,-17.85,"1",101.183227539062,214.255233764648,150.129486083984,145.474945068359,124.629936218262,239.467971801758,177.747955322266,241.765289306641
83488,-42.85,-17.85,"10",43.3893280029297,124.40015411377,67.1399230957031,60.2247695922852,18.0905437469482,90.1822280883789,69.5668563842773,58.3786239624023
83488,-42.85,-17.85,"11",92.4858779907227,159.665191650391,126.379783630371,95.4822387695312,42.7478332519531,171.562866210938,152.29931640625,131.387771606445
83488,-42.85,-17.85,"12",128.356018066406,219.989791870117,157.815444946289,129.908660888672,90.1553039550781,229.515960693359,188.147399902344,223.436477661133
83488,-42.85,-17.85,"2",110.74878692627,229.892654418945,156.722915649414,173.507095336914,119.088600158691,206.030029296875,150.063278198242,231.514419555664
83488,-42.85,-17.85,"3",97.1948394775391,179.039413452148,146.173416137695,136.480529785156,50.671257019043,108.864410400391,95.1892471313477,195.917678833008
83488,-42.85,-17.85,"4",55.6173286437988,81.7600936889648,70.6875228881836,79.5687561035156,13.4168243408203,31.331823348999,26.3921890258789,78.0115051269531
83488,-42.85,-17.85,"5",32.4343872070312,30.5846366882324,25.3747806549072,44.5500450134277,10.8019065856934,21.5629653930664,6.87206125259399,22.1747417449951
83488,-42.85,-17.85,"6",27.1928386688232,16.0357780456543,13.8311567306519,28.6422004699707,10.2856845855713,22.3490428924561,3.62875556945801,12.3791389465332
83488,-42.85,-17.85,"7",28.7130012512207,11.3045606613159,10.074315071106,25.786600112915,8.39352416992188,18.4394035339355,5.66936922073364,10.1845502853394
83488,-42.85,-17.85,"8",25.3645305633545,10.4285135269165,9.02927398681641,25.5224685668945,7.31917524337769,16.3158721923828,5.54754638671875,15.9619369506836
83488,-42.85,-17.85,"9",22.6953029632568,41.6605567932129,18.5076580047607,32.2048416137695,4.93373870849609,36.2422180175781,28.7531509399414,30.3954887390137
83538,-43.64,-18.23,"1",125.44792175293,227.987655639648,173.9912109375,122.191604614258,152.974685668945,263.710174560547,184.285537719727,241.346572875977
83538,-43.64,-18.23,"10",46.9419937133789,125.710624694824,82.3233413696289,58.1308517456055,22.6265316009521,108.407341003418,81.1387557983398,60.955738067627
83538,-43.64,-18.23,"11",112.67024230957,166.135528564453,147.038803100586,94.2246322631836,58.6714515686035,200.982360839844,166.321990966797,130.912338256836
83538,-43.64,-18.23,"12",156.565200805664,232.690231323242,178.956848144531,120.204856872559,117.237342834473,251.144500732422,197.51985168457,226.874130249023
83538,-43.64,-18.23,"2",122.745483398438,228.940063476562,174.439605712891,130.286682128906,143.053192138672,230.695709228516,151.091033935547,231.147094726562
83538,-43.64,-18.23,"3",104.752754211426,172.3896484375,148.87321472168,99.8216094970703,63.6655540466309,121.957588195801,96.8375854492188,181.394393920898
83538,-43.64,-18.23,"4",48.0578002929688,71.6249313354492,66.4885635375977,58.1561470031738,15.7268466949463,29.6102809906006,26.3958187103271,60.4420280456543
83538,-43.64,-18.23,"5",18.584114074707,25.0938282012939,23.1322650909424,34.1802062988281,9.73983573913574,15.4491424560547,7.79116821289062,13.3437070846558
83538,-43.64,-18.23,"6",16.4716873168945,13.1703491210938,12.6090059280396,21.9459648132324,7.95629167556763,16.2467155456543,3.63486886024475,6.97797632217407
83538,-43.64,-18.23,"7",17.9621162414551,8.48581981658936,9.37246513366699,19.9602832794189,6.12409830093384,14.1379728317261,5.76347255706787,6.31322908401489
83538,-43.64,-18.23,"8",16.4469718933105,10.2752141952515,9.12166404724121,20.9976387023926,5.38091325759888,13.8498363494873,6.48632669448853,12.903468132019
83538,-43.64,-18.23,"9",18.7997245788574,46.1367568969727,23.6149272918701,29.7023029327393,4.79997253417969,44.0238304138184,34.1357078552246,28.4068260192871
83550,-39.85,-18.7,"1",75.4795989990234,143.157073974609,87.1244506835938,166.866622924805,63.5667190551758,171.189559936523,198.210174560547,150.721237182617
83550,-39.85,-18.7,"10",43.9988479614258,105.658348083496,45.1091156005859,69.218391418457,23.9003868103027,63.6495628356934,65.3567886352539,53.4314117431641
83550,-39.85,-18.7,"11",68.587028503418,126.721061706543,77.5035705566406,105.742034912109,29.8927803039551,97.4521865844727,137.398986816406,107.060684204102
83550,-39.85,-18.7,"12",86.6227188110352,163.962783813477,96.1917724609375,145.264709472656,49.887149810791,149.30387878418,185.572158813477,154.508010864258
83550,-39.85,-18.7,"2",99.0777816772461,175.290161132812,98.5897064208984,220.240905761719,61.9646530151367,157.26286315918,194.559967041016,143.241195678711
83550,-39.85,-18.7,"3",106.296356201172,170.387481689453,119.410667419434,188.365249633789,30.497838973999,125.310554504395,153.249450683594,172.983032226562
83550,-39.85,-18.7,"4",93.7781677246094,117.118942260742,87.0269546508789,119.879730224609,18.2074432373047,84.9381408691406,86.658821105957,131.930221557617
83550,-39.85,-18.7,"5",69.2807846069336,61.5507392883301,36.2097625732422,63.3564720153809,16.483922958374,57.0068473815918,41.0328941345215,60.0134620666504
83550,-39.85,-18.7,"6",54.0584869384766,39.158203125,23.1551818847656,37.4836883544922,16.789083480835,57.1593742370605,29.0585498809814,35.1689338684082
83550,-39.85,-18.7,"7",50.7484893798828,34.1574249267578,16.4856662750244,35.301700592041,14.7363309860229,44.6334838867188,28.1350574493408,30.5292263031006
83550,-39.85,-18.7,"8",41.8264045715332,24.8939876556396,14.6466302871704,34.7068786621094,14.1041851043701,38.3705368041992,29.3829536437988,32.1158981323242
83550,-39.85,-18.7,"9",33.152271270752,46.8626899719238,19.0265235900879,42.1175003051758,12.2554664611816,41.0439987182617,39.4231147766113,38.2087020874023
83589,-43.43,-19.02,"1",131.246917724609,214.929122924805,174.096649169922,134.185852050781,149.649017333984,245.914566040039,185.384826660156,228.415481567383
83589,-43.43,-19.02,"10",58.8166007995605,133.947021484375,90.8698577880859,67.9944839477539,30.2391033172607,107.53434753418,89.4464263916016,75.1853256225586
83589,-43.43,-19.02,"11",125.334114074707,174.985290527344,150.677825927734,104.875053405762,67.7286758422852,185.567733764648,169.213623046875,139.828491210938
83589,-43.43,-19.02,"12",171.207336425781,239.044662475586,177.777587890625,130.267532348633,124.089530944824,229.390365600586,198.640548706055,227.326370239258
83589,-43.43,-19.02,"2",125.252098083496,203.840087890625,178.727355957031,152.535018920898,137.090179443359,222.72233581543,146.141250610352,219.195770263672
83589,-43.43,-19.02,"3",110.478393554688,159.809310913086,151.455780029297,115.116577148438,63.8356018066406,124.768165588379,94.9018783569336,169.497085571289
