"","prec","tmax","tmin"
"1",4.33768504219143e-07,2.58358623189848e-06,3.90554708562803e-06
"2",0.00349716305745717,8.91607176565844e-06,9.55014705465449e-06
"3",0.000381706785154764,2.84400480401751e-06,1.65449622363268e-05
"4",0.0113510981072843,4.54368402419929e-06,1.59035531601622e-05
"5",0.000147068332376593,0.00255720118209215,0.000484167973779633
"6",6.13764701407142e-06,1.15148704782084e-05,1.89087621627864e-05
"7",5.19782603148409e-05,4.93917754635377e-05,4.19326166416494e-05
"8",0.000135150398859688,0.000162992459845454,8.77052673574374e-05
"9",0.0166230305107916,0.000142515004973533,5.05096753954511e-05
"10",0.097985275327372,0.000274564758553823,8.8323134961346e-05
"11",0.0541578626202305,0.00019240695394821,3.80175354382558e-05
"12",0.00115654308835829,1.92000101360897e-05,1.99731061344215e-05
