"","prec","tmax","tmin"
"1",0.982159706148108,0.972044174229923,0.968972871961171
"2",0.822328884749945,0.961777952539665,0.961107879216019
"3",0.900365089304824,0.971358920572481,0.955301410007852
"4",0.75635650303097,0.967764649195712,0.955747084041545
"5",0.922027421695329,0.83644325061258,0.894054548422514
"6",0.965221058218651,0.959222256937692,0.953762208048133
"7",0.940215776324295,0.94098777316791,0.94339617619952
"8",0.923696822388789,0.91994596383493,0.931683454364577
"9",0.729593171848075,0.922653019765743,0.940650522503864
"10",0.552080237658075,0.908473764573183,0.931560870185678
"11",0.623359857400385,0.916465875283931,0.944789918237518
"12",0.867173258713762,0.953582635764528,0.953115593722374
