"cod","lon","lat","month_n","CCSM_tasmin","CNRM_tasmin","FGOALS_tasmin","GISS_tasmin","IPSL_tasmin","MIROC_tasmin","MPI_tasmin","MRI_tasmin"
83642,-42.86,-20.76,"8",12.6247425079346,8.55977821350098,15.035400390625,15.1949758529663,9.05901908874512,15.2982082366943,13.4647302627563,14.0378036499023
83642,-42.86,-20.76,"9",14.1774492263794,11.4198017120361,16.8600177764893,16.9508018493652,10.1689205169678,16.6887950897217,14.9999847412109,15.9729566574097
83648,-40.31,-20.31,"1",24.1419067382812,22.1327934265137,21.4135475158691,22.9654102325439,17.9919452667236,22.4318542480469,23.0209922790527,23.9355487823486
83648,-40.31,-20.31,"10",21.1938343048096,18.1729106903076,18.913818359375,20.8672332763672,14.0274047851562,19.1305370330811,20.3043689727783,21.5207691192627
83648,-40.31,-20.31,"11",22.5372200012207,19.2129058837891,19.6995124816895,21.8024616241455,15.5083417892456,20.4015865325928,21.1427135467529,22.3777561187744
83648,-40.31,-20.31,"12",23.5248775482178,20.906005859375,20.6545753479004,22.5136432647705,16.9322528839111,21.5250339508057,22.1382713317871,23.3138065338135
83648,-40.31,-20.31,"2",24.4435501098633,22.4632472991943,21.6993007659912,23.0403270721436,18.4228382110596,22.7114448547363,23.2369823455811,24.2014904022217
83648,-40.31,-20.31,"3",24.3006038665771,21.8715171813965,21.3683567047119,22.8716011047363,18.1212215423584,22.4644184112549,22.8439502716064,24.07741355896
83648,-40.31,-20.31,"4",23.3065872192383,20.0925426483154,20.3580570220947,22.1281642913818,17.0617523193359,21.3979778289795,21.7028617858887,22.9614391326904
83648,-40.31,-20.31,"5",21.7243537902832,18.0864601135254,19.0117073059082,20.9163246154785,14.7773609161377,19.8247528076172,20.097095489502,21.6299266815186
83648,-40.31,-20.31,"6",20.4908657073975,16.3184051513672,17.8876934051514,19.4280033111572,13.1398620605469,18.5655403137207,18.8814506530762,20.3572158813477
83648,-40.31,-20.31,"7",19.6404247283936,15.704701423645,17.3759632110596,18.7246208190918,12.1919574737549,17.8484706878662,18.1313247680664,19.731819152832
83648,-40.31,-20.31,"8",19.3123474121094,16.1906776428223,17.5635395050049,18.8501663208008,11.8891744613647,17.6494121551514,18.2793388366699,19.6391754150391
83648,-40.31,-20.31,"9",20.0511493682861,17.3229789733887,18.3123016357422,19.8037490844727,12.5562381744385,18.2483615875244,19.0990772247314,20.3467197418213
83695,-41.9,-21.2,"1",22.1832141876221,18.5189266204834,19.6065502166748,20.9830551147461,17.8941020965576,21.7198143005371,20.9259223937988,22.0754661560059
83695,-41.9,-21.2,"10",18.9399757385254,14.5673542022705,17.5496082305908,19.0093116760254,13.3408527374268,18.321662902832,18.1176681518555,19.5264472961426
83695,-41.9,-21.2,"11",20.5462036132812,15.7008972167969,18.1489505767822,19.8884315490723,14.9340229034424,19.7473602294922,18.9800872802734,20.390739440918
83695,-41.9,-21.2,"12",21.5412750244141,17.4191226959229,18.9023895263672,20.540210723877,16.6125068664551,20.831714630127,20.1119194030762,21.4004497528076
83695,-41.9,-21.2,"2",22.410306930542,18.6248435974121,19.816219329834,20.9064311981201,18.134090423584,21.8659248352051,21.04909324646,22.1292152404785
83695,-41.9,-21.2,"3",22.1139049530029,17.9449443817139,19.2595367431641,20.5452175140381,17.3571109771729,21.3940944671631,20.4775295257568,21.6458625793457
83695,-41.9,-21.2,"4",20.6268615722656,15.7773609161377,17.850700378418,19.511344909668,16.050199508667,20.1060562133789,18.8803634643555,19.7685852050781
83695,-41.9,-21.2,"5",18.5841217041016,13.5059366226196,16.1689052581787,18.0195541381836,13.5923976898193,18.2980880737305,17.0557537078857,17.9250564575195
83695,-41.9,-21.2,"6",17.0990676879883,11.13352394104,15.1141185760498,16.3448638916016,12.0150871276855,16.8477230072021,15.5637407302856,16.2219715118408
83695,-41.9,-21.2,"7",16.403865814209,10.5023956298828,15.142370223999,15.9126987457275,11.191349029541,16.2990283966064,14.7729301452637,15.8258037567139
83695,-41.9,-21.2,"8",16.3541450500488,11.6074190139771,16.0058746337891,16.456184387207,11.1009368896484,16.424861907959,15.4086008071899,16.270112991333
83695,-41.9,-21.2,"9",17.5605430603027,13.5004625320435,17.3308353424072,17.9099769592285,11.8604469299316,17.3497581481934,16.6563129425049,17.8786010742188
