"","CCSM","CNRM","FGOALS","GISS","IPSL","MIROC","MPI","MRI"
"1",0.0276079098297011,0.0148395887637647,0.00380362291399227,0.00796422483597375,0.0340440526244575,0.00533040929327594,0.0107293483727865,0.0045582642985595
"2",0.041279359327599,0.054318116675844,0.0630157524154455,0.0203689533211587,0.086113041994208,0.0276636692397977,0.0163023869834315,0.0126678132268013
"3",0.0461354313324371,0.0334986707365518,0.00848779648938554,0.0128554617959789,0.0477787410397579,0.0136229737174814,0.0192870504112032,0.0090810570541024
"4",0.021673769102942,0.011627235191651,0.00396617040856136,0.00570258456086631,0.0282570348388634,0.00597912727912285,0.00873041841912438,0.00411032787515963
"5",0.00958933605790445,0.00442497017431727,0.00564781986353843,0.00468575560013264,0.0512572592608935,0.0145511505722863,0.00474086732126012,0.00305507079359849
"6",0.00530822949407548,0.00294826338727083,0.00306315950144759,0.0028205079394192,0.0184513157411315,0.00944389864900533,0.002512849821194,0.00175482669040029
"7",0.00394029008794207,0.00265126058185071,0.00152501328607633,0.00230608599343037,0.0100124852449774,0.00613959014832449,0.00145574468439979,0.00137830802024279
"8",0.00809702472890403,0.00652253203537474,0.00265991846169871,0.00600559667594966,0.0161363441564311,0.00732810543282562,0.00328342257036259,0.00420417956363545
"9",0.0114656143147806,0.0110490717164785,0.00358049699263811,0.00908099749186311,0.0248460130035542,0.00620320278966244,0.00475920757311819,0.00675949969751825
"10",0.0250537733836599,0.023609737114704,0.00851619895305307,0.0187847144910268,0.0490915101460084,0.0117407744602328,0.0120183285664668,0.0133262644631689
"11",0.0320904655231167,0.0274688808311268,0.0100115368274224,0.0240806117601802,0.0613933436550171,0.0123139022868073,0.0157386750741397,0.0150039455694149
"12",0.0292396017851591,0.0371758037915676,0.0109919542881682,0.0231722437383765,0.0467324209187514,0.00668312506323859,0.0138904826499011,0.0132650018808668
