"","CCSM","CNRM","FGOALS","GISS","IPSL","MIROC","MPI","MRI"
"1",0.917327917071265,0.10533317234363,0.52942319139171,0.0742002016361354,0.473469657050672,0.0608966620257233,0.223478330637624,0.0223743000895214
"2",0.0690271724531789,0.383061916653639,0.0544634035483092,0.0648004920440848,0.229375957505338,0.0308464794167919,0.467214538350293,0.356270095725258
"3",0.250969289946189,0.953347562810707,0.116534059134465,0.0832576623856857,0.231196120672429,0.0346690444462584,0.952210441164081,0.839553169395258
"4",0.990836656485721,0.238317164491462,0.368271033768744,0.0825183254092756,0.255251733532312,0.0261902704343555,0.357571608063869,0.0181261345160638
"5",0.759846920880036,0.0198267011028421,0.939333716204005,0.0498642591010623,0.567290330633349,0.0313940611657321,0.0635168374903296,0.00883813909269376
"6",0.391308671227018,0.0521478858223515,0.758440511893844,0.0364640613198112,0.542397172965516,0.0209829369993392,0.11610321642109,0.003488501334263
"7",0.458950771715959,0.0866893892336696,0.332521836354721,0.0492640387559521,0.54521026354213,0.0190600973682371,0.220426448500378,0.00745262658120078
"8",0.570165130359981,0.217714274069809,0.2291492994289,0.157243006231176,0.966748841293054,0.0241157902962802,0.216969157807854,0.0418866442491775
"9",0.596942225201205,0.223280459789366,0.429620600368081,0.629643116470236,0.376837334905018,0.0456052237767459,0.277222525462912,0.130997305922489
"10",0.665512627842633,0.374669018250645,0.276979754643393,0.471868223772121,0.960569824964859,0.113955261303017,0.30625605325888,0.101164074018147
"11",0.832635381871697,0.884228508451854,0.12852849161335,0.169938137685087,0.517117734364839,0.0610900963062968,0.332036546741303,0.0372837423104861
"12",0.117857759381429,0.289712224485935,0.0422621066080328,0.0681023477553333,0.231219808320708,0.0290055623235364,0.896861702732693,0.594385928025646
