"","prec_r","prec_p","tasmax_r","tasmax_p","tasmin_r","tasmin_p"
"worldclim",0.980361764540244,4.72627513613017e-85,0.951001893215094,5.3988132335453e-62,0.966612522789368,1.26012740441923e-71
