"","CCSM","CNRM","FGOALS","GISS","IPSL","MIROC","MPI","MRI"
"1",0.785979449820678,0.573335433088319,0.881401345507767,-0.835865118118532,0.961909480961483,0.964291745100758,-0.328409497000059,0.839946711373757
"2",0.618223040573666,0.503471812155075,0.749171057631125,-0.842104151087068,0.810716145608424,0.810445518269735,-0.416374801057589,0.682549658008768
"3",-0.192848631581203,-0.473728070934904,0.565957751843915,-0.776273883971637,0.722703438602795,-0.201115073443773,-0.491970055207291,0.297220873650705
"4",0.219176392481628,0.447605739073621,0.149071207457951,0.265639326952104,0.222673210499703,0.422048503749522,0.638807123348603,0.405304855585474
"5",0.808969572949811,0.81957495666987,0.64670642856104,0.718264499264503,0.902851912854093,0.832600256951457,0.948470798938584,0.870572111072678
"6",0.772457496838845,0.689677902208971,0.66601246990325,0.641209159859542,0.8695512573593,0.831025068970773,0.908242443925516,0.867578503202077
"7",0.680389846626125,0.732898767642142,0.510002482968049,0.60047127009954,0.871740063999933,0.798383781976038,0.870189668816501,0.851408787849798
"8",0.663619560757934,0.636329741723944,0.568189638820685,0.674110975737373,0.913544873488232,0.858190124715481,0.895721746877613,0.795301248098694
"9",0.233292895465524,0.123084509367132,-0.0487242434952372,0.302564665303705,0.724733846322435,0.0179398980541566,0.347573429919247,0.262628623427948
"10",-0.30604391900593,-0.29839985905701,-0.392670946259081,-0.145996765140941,-0.118473693135902,-0.371100266763279,-0.21489994894106,-0.341497787131216
"11",0.0936731786830716,-0.218162303911597,0.301858199299377,-0.733395820904885,0.480340039705633,0.649883514243317,0.551600112545169,0.207672499595235
"12",0.639594922719628,0.429546928959306,0.849982367615374,-0.566642270401818,0.884661072788951,0.827641071942048,0.59262573723312,0.717699601073864
